64
-0.7699
0.10615
0.0031
0.0031
0.000000	0.129412	0.580392	
0.537255	0.603922	0.776471	
0.011765	0.090196	0.258824	
0.294118	0.486275	0.819608	
0.031373	0.247059	0.607843	
0.909804	0.913725	0.917647	
0.027451	0.243137	0.478431	
0.239216	0.525490	0.776471	
0.015686	0.309804	0.537255	
0.615686	0.768627	0.866667	
0.168627	0.074510	0.258824	
0.870588	0.917647	0.937255	
0.000000	0.635294	0.866667	
0.254902	0.462745	0.498039	
0.388235	0.180392	0.866667	
0.168627	0.721569	0.701961	
0.019608	0.556863	0.486275	
0.494118	0.258824	1.000000	
0.482353	0.886275	0.772549	
0.870588	0.949020	0.901961	
0.054902	0.207843	0.000000	
0.725490	0.835294	0.623529	
0.203922	0.407843	0.101961	
0.490196	0.701961	0.419608	
0.239216	0.607843	0.156863	
0.462745	0.756863	0.509804	
0.078431	0.466667	0.227451	
0.772549	0.878431	0.819608	
0.101961	0.678431	0.294118	
0.694118	0.698039	0.937255	
0.007843	0.156863	0.588235	
0.360784	0.533333	0.788235	
0.000000	0.129412	0.580392	
0.537255	0.603922	0.776471	
0.011765	0.090196	0.258824	
0.294118	0.486275	0.819608	
0.031373	0.247059	0.607843	
0.909804	0.913725	0.917647	
0.027451	0.243137	0.478431	
0.239216	0.525490	0.776471	
0.015686	0.309804	0.537255	
0.615686	0.768627	0.866667	
0.168627	0.074510	0.258824	
0.870588	0.917647	0.937255	
0.000000	0.635294	0.866667	
0.254902	0.462745	0.498039	
0.388235	0.180392	0.866667	
0.168627	0.721569	0.701961	
0.019608	0.556863	0.486275	
0.494118	0.258824	1.000000	
0.482353	0.886275	0.772549	
0.870588	0.949020	0.901961	
0.054902	0.207843	0.000000	
0.725490	0.835294	0.623529	
0.203922	0.407843	0.101961	
0.490196	0.701961	0.419608	
0.239216	0.607843	0.156863	
0.462745	0.756863	0.509804	
0.078431	0.466667	0.227451	
0.772549	0.878431	0.819608	
0.101961	0.678431	0.294118	
0.694118	0.698039	0.937255	
0.007843	0.156863	0.588235	
0.360784	0.533333	0.788235	
0.023529	0.223529	0.600000	
0.027451	0.227451	0.600000	
0.027451	0.231373	0.603922	
0.027451	0.235294	0.603922	
0.031373	0.243137	0.603922	
0.031373	0.243137	0.603922	
0.031373	0.247059	0.603922	
0.035294	0.254902	0.607843	
0.035294	0.258824	0.607843	
0.035294	0.262745	0.607843	
0.035294	0.266667	0.607843	
0.039216	0.270588	0.611765	
0.039216	0.270588	0.611765	
0.039216	0.274510	0.611765	
0.043137	0.282353	0.611765	
0.043137	0.290196	0.615686	
0.047059	0.298039	0.615686	
0.054902	0.333333	0.623529	
0.058824	0.337255	0.623529	
0.058824	0.341176	0.623529	
0.058824	0.345098	0.623529	
0.058824	0.349020	0.627451	
0.062745	0.352941	0.627451	
0.062745	0.352941	0.627451	
0.062745	0.356863	0.627451	
0.062745	0.360784	0.627451	
0.066667	0.368627	0.631373	
0.066667	0.372549	0.631373	
0.070588	0.380392	0.631373	
0.070588	0.380392	0.631373	
0.070588	0.384314	0.635294	
0.070588	0.388235	0.635294	
0.074510	0.392157	0.635294	
0.074510	0.396078	0.635294	
0.074510	0.400000	0.635294	
0.074510	0.403922	0.639216	
0.078431	0.407843	0.639216	
0.078431	0.415686	0.639216	
0.082353	0.419608	0.639216	
0.082353	0.423529	0.643137	
0.082353	0.427451	0.643137	
0.082353	0.431373	0.643137	
0.086275	0.439216	0.643137	
0.090196	0.447059	0.647059	
0.090196	0.450980	0.647059	
0.090196	0.454902	0.647059	
0.090196	0.458824	0.647059	
0.094118	0.458824	0.650980	
0.094118	0.462745	0.650980	
0.094118	0.466667	0.650980	
0.094118	0.470588	0.650980	
0.098039	0.474510	0.650980	
0.098039	0.478431	0.650980	
0.098039	0.482353	0.654902	
0.101961	0.490196	0.654902	
0.101961	0.501961	0.658824	
0.105882	0.509804	0.658824	
0.109804	0.517647	0.662745	
0.109804	0.525490	0.662745	
0.113725	0.533333	0.662745	
0.117647	0.541176	0.666667	
0.121569	0.560784	0.670588	
0.121569	0.568627	0.670588	
0.125490	0.576471	0.674510	
0.129412	0.584314	0.674510	
0.129412	0.592157	0.674510	
0.133333	0.600000	0.678431	
0.133333	0.611765	0.678431	
0.137255	0.619608	0.682353	
0.141176	0.627451	0.682353	
0.141176	0.635294	0.686275	
0.145098	0.643137	0.686275	
0.149020	0.650980	0.690196	
0.149020	0.662745	0.690196	
0.152941	0.670588	0.690196	
0.152941	0.678431	0.694118	
0.160784	0.701961	0.698039	
0.164706	0.709804	0.701961	
0.164706	0.721569	0.701961	
0.168627	0.729412	0.705882	
0.172549	0.745098	0.705882	
0.176471	0.752941	0.709804	
0.176471	0.760784	0.709804	
0.180392	0.772549	0.713725	
0.184314	0.780392	0.713725	
0.184314	0.788235	0.717647	
0.188235	0.796078	0.717647	
0.192157	0.803922	0.717647	
0.192157	0.811765	0.721569	
0.196078	0.831373	0.725490	
0.215686	0.835294	0.729412	
0.235294	0.839216	0.729412	
0.258824	0.843137	0.733333	
