64
-0.7699
0.10615
0.0031
0.0031
0.278431	0.847059	0.737255	
0.298039	0.850980	0.741176	
0.321569	0.854902	0.745098	
0.341176	0.858824	0.749020	
0.360784	0.862745	0.752941	
0.384314	0.866667	0.756863	
0.403922	0.870588	0.760784	
0.423529	0.874510	0.760784	
0.447059	0.878431	0.764706	
0.466667	0.882353	0.768627	
0.486275	0.886275	0.772549	
0.509804	0.890196	0.776471	
0.529412	0.894118	0.780392	
0.549020	0.898039	0.784314	
0.572549	0.901961	0.788235	
0.592157	0.909804	0.792157	
0.627451	0.913725	0.796078	
0.670588	0.921569	0.803922	
0.709804	0.929412	0.811765	
0.792157	0.945098	0.823529	
0.835294	0.952941	0.831373	
0.874510	0.960784	0.839216	
0.913725	0.968627	0.843137	
0.956863	0.976471	0.850980	
0.996078	0.988235	0.858824	
0.941176	0.952941	0.807843	
0.905882	0.937255	0.780392	
0.878431	0.921569	0.756863	
0.854902	0.905882	0.737255	
0.811765	0.882353	0.698039	
0.792157	0.870588	0.682353	
0.776471	0.862745	0.666667	
0.756863	0.850980	0.650980	
0.741176	0.843137	0.635294	
0.721569	0.835294	0.623529	
0.705882	0.823529	0.607843	
0.690196	0.815686	0.596078	
0.678431	0.807843	0.580392	
0.662745	0.800000	0.568627	
0.647059	0.792157	0.556863	
0.635294	0.784314	0.545098	
0.619608	0.776471	0.533333	
0.607843	0.768627	0.521569	
0.592157	0.760784	0.509804	
0.580392	0.752941	0.498039	
0.568627	0.745098	0.486275	
0.556863	0.741176	0.478431	
0.541176	0.733333	0.466667	
0.529412	0.725490	0.454902	
0.517647	0.721569	0.447059	
0.505882	0.713725	0.435294	
0.494118	0.705882	0.427451	
0.482353	0.701961	0.415686	
0.470588	0.694118	0.407843	
0.462745	0.686275	0.396078	
0.450980	0.682353	0.388235	
0.439216	0.674510	0.376471	
0.427451	0.670588	0.368627	
0.415686	0.662745	0.356863	
0.407843	0.658824	0.349020	
0.396078	0.650980	0.341176	
0.384314	0.647059	0.329412	
0.364706	0.635294	0.313725	
0.352941	0.627451	0.305882	
0.345098	0.623529	0.294118	
0.333333	0.615686	0.286275	
0.325490	0.611765	0.278431	
0.313725	0.607843	0.270588	
0.305882	0.600000	0.262745	
0.294118	0.596078	0.254902	
0.286275	0.588235	0.247059	
0.274510	0.584314	0.235294	
0.254902	0.572549	0.219608	
0.247059	0.568627	0.211765	
0.239216	0.564706	0.203922	
0.227451	0.556863	0.196078	
0.219608	0.552941	0.188235	
0.211765	0.549020	0.180392	
0.200000	0.541176	0.172549	
0.184314	0.533333	0.156863	
0.176471	0.529412	0.149020	
0.164706	0.521569	0.141176	
0.156863	0.517647	0.133333	
0.149020	0.513725	0.125490	
0.121569	0.498039	0.105882	
0.113725	0.494118	0.098039	
0.105882	0.490196	0.090196	
0.098039	0.486275	0.082353	
0.086275	0.478431	0.074510	
0.078431	0.474510	0.066667	
0.062745	0.466667	0.054902	
0.054902	0.462745	0.047059	
0.047059	0.458824	0.039216	
0.039216	0.450980	0.031373	
0.031373	0.447059	0.027451	
0.023529	0.443137	0.019608	
0.015686	0.439216	0.011765	
0.007843	0.435294	0.003922	
0.000000	0.007843	0.000000	
